icao24,origin_country,longitude,latitude,altitude,velocity,heading,vertical_rate,on_ground,callsign
0e8e11,India,51.27304936507025,-41.24942799352325,15650.360231568948,315.67064347858195,195.1327856361334,-6.954539710987236,False,CS6367
04beb3,France,52.1016068645761,53.684724721936874,34690.32953092244,275.762544922359,149.68083040789253,7.745958811629336,True,CS6692
01fa74,United States,179.58424102035428,2.3938183786105895,37444.53205368927,151.72258478909774,56.90204728172867,-2.02551757145163,True,CS1637
030315,Switzerland,132.32374673887233,63.15055007631838,29716.88480221512,314.8149758447857,139.3585796395452,-1.5042745673684124,False,CS9234
0ecd81,France,21.939471194926483,36.97333278733882,19147.68711236937,400.29220668600493,143.92142829761556,-10.679064080463935,False,CS7925
03e607,India,-90.5624265786851,-63.03775796510274,10017.816157676394,388.3608923388037,36.348662928013184,-9.867956995632113,True,CS4617
0d4e6b,Australia,17.740275788537474,20.150188150523434,39442.67782989397,258.3593309126484,276.6784493868889,5.509056023167783,False,CS2525
0a7cd9,Switzerland,-31.952873359733474,35.08882216574467,25994.486420694295,423.07941523646684,271.4510967313085,10.938443084663493,False,CS1950
0c3766,United States,-165.7752786829239,-63.4633398488176,38370.21138965797,621.6137909352184,159.6739600481682,-4.841286689230115,False,CS4838
0d9b05,Switzerland,155.57419856383422,63.99404694462527,23667.744032109982,886.1740531351123,198.0176416788971,0.7034656636876022,True,CS6307
0c35aa,Germany,80.9912824180517,22.31712230312415,16539.409947743414,787.1898403038566,211.07224720745955,-13.633362317737877,True,CS9354
0b824e,United States,-45.35780113128493,66.85065354891918,31646.44348980538,866.647525049423,159.252664816697,3.443073137469444,False,CS3685
06f6b6,Switzerland,18.249460476947178,-18.67661078309679,23073.639889758,449.90344496867016,73.38048249166185,9.666658411673744,False,CS7334
0bf80b,Australia,58.19292736790101,-84.45253077573875,32516.986779311985,781.6196112156317,187.32609829453378,-2.3371502369244297,False,CS7182
01ff2b,France,-165.4560307122862,69.9229041387363,39499.41301656208,390.46745947911364,141.251240268353,-6.196524104710205,True,CS3206
09cfc0,Germany,5.833957378002765,54.50962558845953,28677.901189578923,266.7048472013586,326.3170632442715,7.244128064739275,False,CS8310
08ae40,France,43.10396024161966,-79.18048452857612,18677.18579086387,272.47147226876,178.9242280001414,6.010470519756016,False,CS7056
0e9661,Germany,-164.4884340089267,4.628410815296903,23617.774569606507,876.1629966515708,244.60964040910375,-3.202750191523762,False,CS9879
0c57cb,United States,131.26088296130587,-85.47843093323273,33116.7305712685,228.8131048134656,351.8837437851812,-5.212133828846097,False,CS2828
0d1303,Australia,70.7106268230514,59.09490220462706,24806.11943961598,881.3395980502379,4.446765132876509,-10.452404351973591,False,CS5214
01c76f,United States,-38.82471738364788,68.58373040002263,13426.098894581122,687.0441906750341,202.27802240388465,-8.335742493343194,False,CS6082
0227f7,India,-8.550012862233814,74.49933517931737,20151.811422153263,452.92661532978445,318.95252755624864,-6.091563733081477,True,CS1585
02de84,France,-26.272615601840045,-55.391741618638825,16440.84256113746,414.37085044954114,51.93331416740599,5.9039935377234585,False,CS4261
04efd8,Germany,-137.80875092729107,-5.427140639735313,30167.06348571778,458.2461848146611,276.8636864596314,-1.05147812436973,True,CS9580
0da113,India,-16.74280375359936,2.5164974645544618,22234.25293998801,162.28082779622147,84.82065743031939,-2.436166810236932,False,CS1474
0757ab,Australia,-0.18237971959251809,73.21797637505347,12368.19156407341,615.1628004324114,75.13893793964259,-8.52383189091557,False,CS1983
037ae8,France,99.83984529355155,84.92814723920682,12032.790469535728,422.7621738247004,56.52956970701598,8.965039551574058,True,CS5257
07cd7a,Switzerland,-121.89438429956829,-44.2827314903988,19843.28208728098,570.70234706435,126.78325729667301,6.754059018225345,False,CS3002
031b2e,France,-135.4264282801778,-0.15323024994224,33869.766399206506,887.1146351548495,296.82267461053993,1.4362471420588818,True,CS2516
0d1be0,Australia,-87.78496320774263,-19.034722757888034,31845.333482319485,589.2519056933338,280.7963077401423,11.164951880264326,False,CS8965
03ff74,United States,125.45505483038727,78.4231683323838,37950.47705846421,665.4107709824077,57.04133338069534,-14.935293847120697,False,CS3708
0e9019,United States,-4.150115839835053,48.41546758098636,22000.103410323412,453.22865679597083,143.6482624810508,-12.010032104003962,True,CS1867
07d938,United States,95.78671359956445,-69.24859068026751,12818.153657559767,336.8947835375574,151.8194881506576,-4.932646040712353,True,CS6337
069d60,Switzerland,-169.30400014981154,-50.69248902725443,19164.16851667162,652.3982505458938,260.9153007297959,-9.254835877061364,False,CS4937
0862fc,Switzerland,-123.93377932045057,-50.356057494828335,36083.85959028344,704.7835940099494,102.18229009406369,13.700342912216069,False,CS6740
0b7c3e,India,37.68848466578709,-31.81901229549696,10346.318235576176,226.0495650168964,145.38872850617648,-12.448802533281734,True,CS8588
0b738c,India,-1.973223008345201,-79.95781151570051,29957.47191073694,810.3975799833679,149.9519926518751,-12.564093404614498,True,CS6131
09486e,India,-127.04501840150144,-41.47259046242422,20946.489919758256,558.2394790814637,32.934639936754664,9.824626449042405,True,CS5870
091cb9,India,160.15435378708452,21.63585094758882,22943.181319389423,303.4570107623711,9.388590356291692,14.736125420247348,False,CS6830
024255,France,89.3735593305251,-62.64660292408345,25502.664410237667,633.84139020329,279.79764661575905,-4.336534866345353,True,CS6880
06c1a4,France,134.22902929793702,34.71107446809833,14840.794457591643,497.73119625785245,104.68284787733874,7.414749146962137,True,CS1617
0647ac,United States,134.84298509192917,6.403194641873995,12900.326021811516,242.7871310778974,42.83121099133693,-5.621634545088787,False,CS9032
0e7d36,Australia,-18.70511262195052,-50.52785899332227,13932.481749473367,884.3652949654808,304.6017344749221,2.784513899808953,False,CS7202
089f08,Switzerland,-94.42341739645396,49.78447985182035,10687.176002498565,489.49926039654827,101.52586091104637,-1.9625158098797932,False,CS1288
0b9953,Switzerland,88.26210389216732,79.15275199908956,11246.912796607805,200.49164206395815,289.1356536851697,-13.18903204591186,False,CS2712
0c21e3,Switzerland,-72.68959428004831,-76.93241335974773,12571.045838188651,850.6496062267527,251.36565882158624,12.968467578050191,True,CS1021
02a1cd,Germany,-81.39850126179579,-70.09567487405121,36947.09510637019,562.0759973100099,241.50041797859345,4.39310907346168,False,CS6249
05e276,France,-171.1840142493881,-14.48237007514696,18547.508877272965,549.4420708084593,68.99685635206703,8.572789532237074,True,CS6466
02bdaf,India,-67.959790018378,7.970025681651819,21912.498360462272,861.8821000926159,359.4135712840709,-9.748449107941235,False,CS9746
09d4ac,United States,-97.71449773582714,-73.45846003740243,24654.485414586055,786.8380787288693,254.3270293318548,-10.636085112587866,True,CS4540
0d9638,France,52.94372465300677,-5.273976160787058,38990.13957152137,201.3996673203061,77.74709079525948,5.433652883067989,False,CS5961
06390d,Switzerland,-154.63152025523755,-6.252750309380772,22971.271209745584,598.5350474339893,21.711855228704756,-3.2009464347991585,False,CS2005
